persona,source_type,tier,title,org,author,date,url,summary,excerpt,priority_axis,stance_signal,collector,verified,note
한전,언론기사,t3,"한전 ""서해안 에너지 고속도로 2030년 준공""… 공정 혁신으로 1년 앞당긴다",그린포스트코리아,신익훈,2026-03-19,https://www.greenpostkorea.co.kr/news/articleView.html?idxno=306344,"한전이 서해안 HVDC 1단계(새만금~수도권)를 1년 앞당겨 2030년 완공하기로 하고, 기본설계·해양조사 직접 수행과 GW급 변환용 변압기 국산화(560억원)로 공정을 단축.",서해안 일대에서 만든 재생에너지를 수도권으로 보내는 '서해안 에너지 고속도로' 완공이 앞당겨진다.,계통투자 재원,우호,자동수집(Claude),Y,
한전,보도자료,t2,"한전, 2025년 결산 실적 발표",한국전력공사,한국전력공사(언론홍보실),2026-02-26,https://www.newswire.co.kr/newsRead.php?no=1029338,"2025년 매출 97.4조원·영업이익 13.5조원(전년비 +61.7%)으로 창사 이래 최대 흑자, 지배주주 순이익 8.6조원·주당 1,540원 배당 재개. 다만 총부채 205.7조원으로 역대 최대가 잔존.","한국전력(사장 김동철, 이하 한전)은 2025년 결산 결과 매출액 97조4345억원, 영업비용 83조9097억원, 영업이익은 전년 대비 5조1601억원 증가한 13조5248억원을 기록했다.",재무 건전성,우호,자동수집(Claude),Y,
한전,언론기사,t3,"한전, 지난해 영업이익 13.5조원… '206조 부채' 이자만 하루 119억",시사매거진,한창기,2026-02-26,https://www.sisamagazine.co.kr/news/articleView.html?idxno=524896,"2025년 결산 연결 영업이익 13조5,248억원으로 역대 최대에도 총부채 206조·차입금 130조·하루 이자 119억원으로 재무 정상화까지 갈 길이 멀다는 분석.","연결 기준 부채는 206조 원, 차입금은 130조 원 수준이다. 하루 이자비용만 119억 원에 달한다.",재무 건전성,우려,자동수집(Claude),Y,
한전,언론기사,t3,에너지전환 성패 가를 '에너지고속도로'...계통계획 혁신·기술 국산화 '관건',전기신문,민재현 한국전력공사 계통연계실 부장,2026-02-06,https://www.electimes.com/news/articleView.html?idxno=365004,"HVDC 기반 에너지고속도로를 단순 송전을 넘어 '초광역 유연성 설비'로 설계하며, 전력변환기·차단기 등 핵심 장비의 해외 의존도 완화(국산화)가 성공의 관건이라고 진단.","서해안 HVDC 사업은 단순한 수송망 구축을 넘어, 호남 계통의 안정성을 함께 고려한 초광역 유연성 설비로 설계되고 있다",계통투자 재원,중립,자동수집(Claude),Y,
한전,기고,t1,SPECIAL THEME: 탄소중립 시대와 분산전원,한국전력공사(KEPCO 사보),전우영 서울과학기술대 교수,2026-02-01,https://www.kepco.co.kr/KEPCO_FILE/html/2026_02/theme01.html,"에너지 공급·수요의 지리적 불일치가 송전망 건설비용을 키운다며, 분산에너지 활성화가 송변전 투자 부담을 경감하고 배전망 효율을 높이는 방안임을 강조한 전문가 기고.",송변전 설비 건설 지연은 전력 공급 비용을 높이고 에너지 전환을 지연시킨다.,재생에너지·시장구조,중립,자동수집(Claude),Y,
한전,언론기사,t3,"한전, 전력난·유가하락 속 실적 폭등 기대감…발전 자회사 통합 이슈까지 가세",인베스트조선,정낙영,2026-01-26,https://www.investchosun.com/site/data/html_dir/2026/01/23/2026012380151.html,국제유가 배럴당 60달러 이하로 SMP가 하락하며 한전 올해 영업이익 20조원 초과 전망. 25년 전 분리된 5개 발전 자회사와의 재통합·자본확충 가능성이 현안으로 대두.,20조원 수준 영업익 기대감을 감안하면 지금 시가총액은 그리 높지 않다는 분석이 나온다.,수요·실적 전망,우호,자동수집(Claude),Y,증권가 전망 인용
한전,언론기사,t3,"[버핏 리포트] 한국전력, 2026년 '원전 이용' 대폭 상승...전기요금 인상 영업이익 증가 - LS",버핏연구소(LS증권 리포트 인용),성종화 LS증권 연구원,2026-01-21,http://buffettlab.co.kr/news/view.php?idx=52527,"LS증권은 한전 원전이용률이 2025년 84.6%에서 2026년 89%로 상승(새울 3·4호기 가동)하며 저원가 원전 비중 확대로 영업이익이 개선될 것으로 전망, 투자의견 '매수' 유지.",원전이용률은 2025년 84.6%에서 2026년 89%로 대폭 상승이 예상된다,수요·실적 전망,우호,자동수집(Claude),Y,증권사 리포트 인용(투자의견 매수)
한전,언론기사,t3,"""전력 구조 개편 필요""…한전 독점·정치 결정 요금 한계 지적",광주일보,장윤영,2026-01-20,https://v.daum.net/v/20260120202424463,"국회미래연구원 보고서를 근거로 전기요금의 정치적 결정과 한전 소매 독점 체제의 한계를 지적하고, 독립 규제위 신설 등 전력산업 구조개편 필요성을 제기.",국내 전기요금이 원자재 가격 변동과 관계없이 정치적 요인에 의해 결정되는 등 국내 전력 소매시장의 전체 기능이 왜곡되고 있다,재생에너지·시장구조,우려,자동수집(Claude),Y,
한전,언론기사,t3,[신년 기획] 전기요금 인상 가능성에 요금체계 개편까지,투데이에너지,이종수,2026-01-02,https://www.todayenergy.kr/news/articleView.html?idxno=292788,2035 탄소중립·에너지고속도로 등 전력망 확충 투자로 한전 재정 부담이 커져 전기요금 인상이 불가피하다는 전망. 산업용 계시별 요금·지역별 차등요금 개편이 검토된다고 정리.,"한국전력은 2020년을 제외하고 2021년부터 2023년까지 적자가 발생했으나 2024년에는 영업이익 3조 1667억 원, 당기순이익 8293억 원이 발생했다.",요금 정상화,중립,자동수집(Claude),Y,
한전,인터뷰,t3,"김동철 한전 사장 ""39조 누적적자 여전⋯전기료 현실화 끈기 있게 설득할 것"" [신년사]",이투데이,김동철 한국전력 사장,2026-01-02,https://www.etoday.co.kr/news/view/2541681,김동철 사장이 신년사에서 누적적자 39조원이 여전함을 지적하고 전기요금 현실화 필요성을 설득하겠다고 강조. 전력 인프라 적기 확충·AI 경영혁신·재무건전성 강화 등 5대 핵심과제를 제시.,누적적자 39조 원을 완전히 극복하지 못한 상황이기에 여전히 비상한 경각심을 유지해야 한다,요금 정상화,우려,자동수집(Claude),Y,사장 신년사 발언 인용
한전,언론기사,t3,내년 1분기 전기요금 동결…연료비조정단가 +5원 유지,아시아경제,강나훔,2025-12-22,https://www.asiae.co.kr/article/2025122208535329107,"국제유가 하락에 따른 인하 요인에도 정부가 한전 재무상황·미조정액을 이유로 2026년 1분기 요금을 동결(연료비조정단가 +5원, 15개 분기 연속). 경영 정상화 자구노력도 함께 주문.",정부는 한전에 대해 연료비조정단가 유지와 함께 경영 정상화를 위한 자구 노력도 병행할 것을 주문했다.,요금 정상화,우려,자동수집(Claude),Y,
한전,언론기사,t3,"이 대통령 ""빚이 200조라면서요?""...숫자는 키웠지만, 체질은 못 바꾼 한전의 부채 경영",글로벌이코노믹,전수연,2025-12-21,https://www.g-enews.com/article/General-News/2025/12/202512191443316013a9fc143920_1,"총부채가 2020년 132.5조에서 2024년 205.4조로 4년간 72.9조 급증, 하루 이자 127억원 속에서 자산매각·비핵심사업 정리 등 구조조정 선행 필요성을 지적.",한전의 연결 기준 총부채는 2020년 약 132조5000억 원에서 2024년 205조4000억 원으로 4년 새 72조9000억 원 이상 증가했다.,재무 건전성,우려,자동수집(Claude),Y,
한전,언론기사,t3,[전력산업대전환]④12兆 '서해안 에너지고속도로 사업' 큰 장 선다…분주한 K전력,아시아경제,강희종,2025-11-27,https://www.asiae.co.kr/article/2025112515105483577,정부가 서해안 에너지고속도로에 약 11.5조원(변환설비 4.8조 포함)을 투입하고 1단계 새만금~서화성 HVDC(220km)에 2.8조원을 배정. 국내 전력기기 업계의 국산화·수출 기회를 조망.,LS일렉트릭은 지난 7월 글로벌 에너지 솔루션 기업인 GE버노바와 초고압직류송전(HVDC)용 변환 설비 국산화를 위한 업무협약(MOU)을 체결했다.,계통투자 재원,중립,자동수집(Claude),Y,
한전,언론기사,t3,역대 최대 영업이익 내고도 웃지 못한 한전...빚은 여전히 200조대,한국일보,오지혜,2025-11-14,https://www.hankookilbo.com/News/Read/A2025111315500001798,"3분기 영업이익 5조6,519억원(66.4%↑)으로 역대 최대에도 부채 205조·누적 영업적자 23조1,000억원·하루 이자 120억원 부담이 이어짐.","한국전력이 올해 3분기(7~9월) 5조 6,519억 원의 영업이익을 올렸다.",재무 건전성,우려,자동수집(Claude),Y,
한전,언론기사,t3,"200조 부채 한전, 재무구조 개선 속도…전기요금 오르나",머니투데이,김사무엘,2025-11-13,https://www.mt.co.kr/economy/2025/11/13/2025111316302032322,"3분기 영업이익 5.65조로 재무구조가 개선되고 있으나, 200조 부채 아래 재생에너지 확대·전력망 구축 재원 마련을 위해 전기요금 현실화가 불가피하다는 분석.",한전은 2023년 3분기 이후 9개 분기 연속 영업이익 흑자를 기록 중이다.,재무 건전성,중립,자동수집(Claude),Y,
한전,언론기사,t3,한전 발목 잡는 부채 200조원...다시 떠오른 '주택 전기료 인상',한국일보,이상무,2025-11-07,https://www.hankookilbo.com/News/Read/A2025110601400002996,"부채 205조·하루 이자 120억원대 속 산업용 요금 인상이 한계에 이르자 주택용 전기요금 인상론이 부상, 12월 말 요금 결정이 분기점으로 지목.","한전은 상반기(1~6월) 5조8,895억 원의 영업이익을 올렸다.",요금 정상화,중립,자동수집(Claude),Y,
한전,언론기사,t3,"[2025국정감사]한전, 눈덩이 적자에 송전망 확충 한계, 전기료 정상화 시급",전자신문,강득구 더불어민주당 의원,2025-10-23,https://www.etnews.com/20251023000404,"국정감사에서 누적적자 28조·부채 205조·하루 이자 120~130억원이 지적되고, 낡은 요금제 재구조화와 전기요금 정상화 필요성이 제기됨.","전기요금 체계는 1980년대에 설계된 낡은 구조로, 재생에너지 확대와 에너지가격 다변화가 불가피한 상황에서 요금제의 전면적인 재구조화가 필요하다",요금 정상화,우려,자동수집(Claude),Y,
한전,인터뷰,t3,"[2025 국감] 김동철 사장 ""한전, 진정한 '국민기업'으로 거듭나겠다""",에너지데일리,김동철 한국전력 사장,2025-10-23,http://www.energydaily.co.kr/news/articleView.html?idxno=161091,"김동철 한전 사장이 국정감사에서 국가기간 전력망 적기 건설, 재생에너지 계통접속·해상풍력, 재무위기 극복, AI 융합 경영혁신 등 5대 분야 12대 전략과제를 제시.","국가 경쟁력과 직결된 국가기간 전력망을 적기에 건설해 첨단산업의 안정적인 전력공급을 보장하고, 세계 최고 수준의 전기품질을 확보하는데 총력을 다하겠다",계통투자 재원,중립,자동수집(Claude),Y,국정감사 사장 발언 인용
한전,언론기사,t3,99개 송전선로·변전소 구축사업 '국가기간 전력망' 지정,에너지신문,김민석 국무총리,2025-10-01,https://www.energy-news.co.kr/news/articleView.html?idxno=218509,"제1차 국가기간 전력망 확충위원회(국무총리 주재)에서 첨단산업 10개·재생에너지 연계 73개 등 총 99개 송변전 사업을 국가기간 전력망으로 지정, 특별법 후속 조치가 본격화.",전력망은 국민 생활을 지탱하는 핵심 인프라이자 국가 산업 경쟁력의 근간,계통투자 재원,우호,자동수집(Claude),Y,기사 내 국무총리 발언 인용
한전,보도자료,t2,국가기간 전력망 확충 특별법 시행,국가법령정보센터(산업통상부),,2025-09-26,https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=270195,재생에너지 확대·첨단산업 전력공급에 필요한 전력망 조기 확충을 위해 기본계획·입지선정 특례와 주민 지원·보상 특례를 제도화. 한전 계통투자의 인·허가·갈등 절차 부담을 완화.,이 법은 전기에너지의 안정적 공급과 국가 주요 산업의 경쟁력 강화 및 재생에너지 확대 등에 필요한 전력망 설비를 조기에 확충하여 탄소중립과 국민경제의 지속가능발전에 이바지함을 목적으로 한다.,계통투자 재원,우호,자동수집(Claude),Y,법령 제1조(목적)—원문 HTML 검증
한전,보고서,t1,2025 국정감사 공공기관 현황과 이슈,국회예산정책처(NABO),,2025-09-25,https://nabo.go.kr/ko/report/analysisView.do?key=2509250001&idx=8887,국정감사 대비 분석보고서로 공공요금 원가검증의 객관성·투명성과 공공기관 재무건전성 관리를 중점 분석. 200조원대 부채의 한전을 공공요금·재무 이슈의 핵심 사례로 다룸.,국정감사 대비 분석보고서로 공공요금 원가검증의 객관성·투명성과 공공기관 재무건전성 관리를 중점 분석. 200조원대 부채의 한전을 공공요금·재무 이슈의 핵심 사례로 다룸.,재무 건전성,우려,자동수집(Claude),Y,"NABO PDF 한글 텍스트 추출 불가—excerpt 미확보, 원문 대조 필요"
한전,보고서,t1,재생에너지 확대에 대응한 전력도매시장 구조 개선 방향,KDI 한국개발연구원(KDI FOCUS),윤여창,2025-09-04,https://www.kdi.re.kr/research/focusView?pub_no=18869,"경직된 도매가격 결정구조가 ESS 등 필요 설비투자를 지연시킬 수 있다며, 전력량·용량·보조서비스 가격을 시장 메커니즘으로 결정하도록 개편할 것을 제안한 연구보고서.","기상조건에 따라 공급량이 변동하는 재생에너지 비중이 빠르게 증가하면서, 안정적 전력 공급과 정전 방지를 위한 시설 투자의 중요성이 커지고 있다.",재생에너지·시장구조,중립,자동수집(Claude),Y,
한전,기고,t1,더 이상 미룰 수 없는 전기요금 정상화,KDI 나라경제(한국개발연구원),정세은,2025-09-01,https://eiec.kdi.re.kr/publish/columnView.do?cidx=15303&sel_year=2025&sel_month=09,"전기요금 정상화를 요금에 원가를 반영하는 정책으로 규정하고, 원가 미반영으로 총부채가 2020년 말 132조에서 2025년 3월 207조로 급증했음을 지적. 인상하되 취약계층 복지를 확대할 것을 주장.",에너지 대전환이라는 목표를 달성하는 데 시급한 선제조건은 '전기요금 정상화'다.,요금 정상화,우호,자동수집(Claude),Y,KDI 월간 나라경제 칼럼—발행일 미상(월 기준 2025-09-01로 표기)
한전,언론기사,t3,"한전, 상반기 5.9조 흑자에도…누적 적자·부채 해소 '역부족'",뉴시스,손차민,2025-08-13,https://www.newsis.com/view/NISX20250812_0003287915,"8분기 연속 흑자(상반기 영업이익 5조8,895억원)에도 1분기 말 누적적자 31조4,905억원·총부채 206조8,019억원으로 실질적 재무개선 효과는 제한적.","한국전력공사가 상반기 5조원 이상의 영업이익을 거뒀지만, 수조원에 달하는 누적 적자와 부채로 인해 실질적인 재무 개선 효과는 크지 않은 것으로 나타났다.",재무 건전성,우려,자동수집(Claude),Y,
한전,언론기사,t3,"한전, 2028년 사채발행한도 초과한다...""화석연료 탈피해야""",뉴스트리,김나윤,2025-08-07,https://www.newstree.kr/newsView/ntr202508070002,기후솔루션 보고서를 인용해 부채비율 619%·연간 이자 3조원 규모의 한전이 사채 발행한도 특례 일몰(2027년 말)로 2028년 한도 초과 위험이 있다고 지적.,화석연료 수입에서 비롯된 막대한 부채가 여전히 재무구조 개선에 걸림돌이 되고 있다는 것이다.,사채발행한도,우려,자동수집(Claude),Y,
한전,보고서,t1,탈한전 시대 한국전력의 과제: 2025년 부채위험 진단,기후솔루션(SFOC),고동현,2025-08-06,https://forourclimate.org/ko/research/597,"2021년 이후 누적 48조원 영업손실, 부채 60→120조원·부채비율 급등을 진단하고 재생에너지 전환·전력시장 구조개편을 제언.",2028년 예정된 사채발행한도 축소에 따른 부채위험을 방지하기 위해서는 재생에너지로의 급속한 전환과 전력시장 구조개편을 모색해야 한다.,재무 건전성,우려,자동수집(Claude),Y,
한전,언론기사,t3,"화창한 봄날, 블랙아웃 올라…재생에너지 '전력 과잉' 딜레마",서울신문,이창근(전력거래소 중앙전력관제센터장),2025-07-30,https://www.seoul.co.kr/news/plan/WarEnergyHegemony/2025/07/30/20250730500207,"태양광 급증으로 봄·가을 수급 불균형과 출력제어가 상시화되는 가운데, 발전설비는 69% 늘었으나 송전선로는 14%만 확충된 계통 병목 문제를 짚음.","과거에는 날씨가 덥다, 비가 온다 정도의 기상 정보만 파악하면 됐지만 이제는 구름이 상층운이냐 하층운이냐, 두께는 얼마냐까지 파악해야 합니다.",재생에너지·시장구조,우려,자동수집(Claude),Y,기사 내 관제센터장 발언 인용
한전,언론기사,t3,'빚더미' 한전 어쩌나...전력망 투자에 73조 쓴다,한경비즈니스,김정우,2025-06-07,https://magazine.hankyung.com/business/article/202506079503b,부채 부담이 큰 한전이 2038년까지 송·변전망에 72.8조원을 투자해야 하는 재무 부담과 리스크를 조명.,한전은 이번 계획에 72조8000억원의 투자가 필요할 것으로 예상했다.,계통투자 재원,우려,자동수집(Claude),Y,
한전,언론기사,t3,"전기요금 지역 차등 도·소매 동시 도입 가닥...산업부, 3Q 규칙 개정 추진",전자신문,최호,2025-06-04,https://www.etnews.com/20250604000109,"산업부가 3분기 중 지역별 차등 전기요금제(LMP) 시행을 위한 전력시장 운영규칙 개정을 추진, 도매 우선에서 도·소매 동시 차등(수도권·비수도권·제주)으로 가닥.","LMP는 전력시장을 권역별로 구분, 송전과 관련한 이용·손실 비용 등을 반영해 전력도·소매요금을 차등하는 제도다.",요금 정상화,중립,자동수집(Claude),Y,
한전,언론기사,t3,"[이슈분석] 한전 73조 송전망 투자, 발전원별 명암 갈린다",에너지경제신문,전지성,2025-05-28,https://m.ekn.kr/view.php?key=20250528026241222,한전의 73조원 송전망 투자 계획이 재생에너지·원전 등 발전원별로 미치는 상반된 영향을 이슈 분석.,"국내 원전은 대부분 경상도와 전라도 등 남부 지역에 집중되어 있어, 수도권까지 전력을 송전하는 데 물리적 한계가 존재했다.",계통투자 재원,중립,자동수집(Claude),Y,
한전,보도자료,t2,"한전, 『제11차 장기 송변전설비계획』 수립·발표",한국전력공사,곽중근,2025-05-27,http://www.digitalbizon.com/news/articleView.html?idxno=2340012,"제11차 장기 송·변전설비계획 확정(2024~2038, 72.8조원) — 서해안 HVDC 등 재생에너지 계통연계와 첨단산업 전력공급 인프라 확충.","송변전설비는 안정적 전력공급을 위한 필수설비인 만큼, 한전은 설비투자를 최우선 순위로 두고 차질없이 확충·보강해 나갈 계획이다.",계통투자 재원,중립,자동수집(Claude),Y,
한전,언론기사,t3,꽉 막힌 호남 송전망 숨통 트나‥한전 송변전 72조 투입,남도일보,안세훈,2025-05-27,https://www.namdonews.com/news/articleView.html?idxno=821305,"제11차 장기송변전설비계획으로 호남~수도권 HVDC를 4GW급 2루트에서 2GW급 4루트로 재편하고 2038년까지 72.8조원(16.3조 증액)을 투입, 생산유발 134조·고용 48만명 효과를 전망.",한전은 이번 계획을 위해 2038년까지 72조8천억 원을 투자할 계획이다.,계통투자 재원,중립,자동수집(Claude),Y,
한전,언론기사,t3,"분산에너지 시대 열리나…정부, 분산특구 '파격 혜택'",전기저널,박경민,2025-05-21,https://www.keaj.kr/news/articleView.html?idxno=5869,정부가 분산에너지 특화지역에 직접거래 전기요금 인하·계통영향평가 면제 등 인센티브를 부여해 지산지소형 전력체계 전환을 추진한다는 내용.,분산특구는 크게 ▲수요유치형 ▲공급유치형 ▲신산업 활성화형 등 3가지 유형으로 나뉜다.,재생에너지·시장구조,중립,자동수집(Claude),Y,
한전,보고서,t1,친환경 설비 및 도매가격 변동성 확대 대응을 위한 전력시장 개편 방향 연구,에너지경제연구원(KEEI),이유수,2025-04-30,https://keei.re.kr/board.es?act=view&bid=0001&cg_code=C01&list_no=125589&mid=a10101020000,재생에너지 확대에 따른 도매가격 변동성에 대응해 계약시장 다양화·계절별/시간별 차등요금·가격 정상화 등 전력시장 개편 방향을 제시한 연구보고서.,도매 시장가격의 변동성이 심해질 가능성을 확인하였으므로 전력시장 개편 방향은 가격의 안정성을 확보하는 데 중점을 둘 필요가 있음.,재생에너지·시장구조,중립,자동수집(Claude),Y,
한전,보도자료,t2,"[보도자료] 한전, 재생에너지 차별 접속 제도 공정위에 신고돼",기후솔루션(SFOC),이근옥 변호사(기후솔루션),2025-04-24,https://forourclimate.org/ko/newsroom/1073,태양광 사업자 협회와 기후솔루션이 한전의 '출력제어 조건부 접속제도'를 망 독점을 이용한 시장지배적지위 남용으로 공정위에 신고한 사실을 다룬 보도자료.,한전은 공공재인 전력망을 독점하면서 재생에너지 사업자들에게만 전력망 접속 기준을 부당하게 차별하여 재생에너지 사업을 고사시키고 있다.,재생에너지·시장구조,우려,자동수집(Claude),Y,
한전,보고서,t1,제11차 전력수급 기본계획 주요 내용,에너지경제연구원(KEEI),,2025-04-22,https://kesis.keei.re.kr/board.es?mid=a10306000000&bid=0060&list_no=2125&act=view,"국책연구기관이 11차 전기본을 기준수요 전망·수요관리·전원믹스·전력시장 개편 관점에서 분석한 자료로, 발전설비 변화 및 전력시장 개편방향 도표를 포함.","2025년 2월, 산업통상자원부는 『제11차 전력수급기본계획(2024~2038)』을 확정하고 공고하였다.",수요·실적 전망,중립,자동수집(Claude),Y,발행일은 페이지 게시일 기준
한전,보고서,t1,한국전력공사 KIS Credit Opinion (신용평가),한국신용평가,이상은 선임애널리스트(한국신용평가),2025-03-28,https://m.kisrating.com/fileDown.do?menuCd=R8&gubun=2&fileName=rs20250331-5.pdf,대규모 부채에도 전력산업의 필수성·정부 지원수단 등을 근거로 한전의 원리금 상환가능성을 최고 수준으로 평가한 신용평가 의견.,"연료가격 안정화 등으로 수익성이 회복세를 보이고 있다. 전력산업 내 절대적인 사업지위를 보유하고 있으며, 수요기반이 안정적이다.",재무 건전성,우호,자동수집(Claude),Y,KIS Credit Opinion PDF(pdftotext 추출)·평가일 2025.03.28
한전,언론기사,t3,"한전, 작년 별도기준 영업익 3.2조…'고강도 자구노력 결과'",뉴시스,,2025-02-28,https://www.newsis.com/view/NISX20250228_0003082621,"한전이 2024년 별도기준 영업이익 3조1,749억원(전년비 148.8%↑)을 기록했으며, 구입전력비 절감 등 3조7,000억원 규모의 자구노력이 흑자전환의 핵심이었다고 설명.","한전은 28일 별도재무제표 기준으로 매출 91조6606억원, 영업이익 3조1749억원을 기록했다고 공시했다.",재무 건전성,우호,자동수집(Claude),Y,
